"Ka",14
"Fiesta",14
"Fiesta Ikon",14
"Fusion",14
"B-Max",14
"Focus",14
"Focus C-Max",14
"C-Max",14
"Mondeo",14
"S-Max",14
"Galaxy",14
"EcoSport",14
"Kuga",14
