"Atos Prime",17
"i10",17
"Getz",17
"i20",17
"ix20",17
"Accent",17
"i30",17
"i30 Wagon",17
"i40 Wagon",17
"Matrix",17
"Tucson",17
"ix35",17
"Santa Fe",17
